participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.participation_fee,session.config.real_world_currency_per_point,session.params,survey.1.player.id_in_group,survey.1.player.role,survey.1.player.payoff,survey.1.player.positive_szenarios,survey.1.player.treatment_pa,survey.1.player.player_qualityfail_url,survey.1.player.session_variables,survey.1.player.failed_quality_check,survey.1.player.player_complete_url,survey.1.player.feedback,survey.1.player.home_office,survey.1.player.home_office_need,survey.1.player.risk_propensity,survey.1.player.algo_aversion,survey.1.player.teamlead,survey.1.player.hr_job,survey.1.player.pa_heard,survey.1.player.pa_knowledge,survey.1.player.pa_experience,survey.1.player.CON1,survey.1.player.CMB1,survey.1.player.CMB2,survey.1.player.PRS1T1,survey.1.player.PRS1T2,survey.1.player.PRS2T1,survey.1.player.PRS2T2,survey.1.player.PRS3T1,survey.1.player.PRS3T2,survey.1.player.PRS4T1,survey.1.player.PRS4T2,survey.1.player.FRS1T1,survey.1.player.FRS1T2,survey.1.player.FRS2T1,survey.1.player.FRS2T2,survey.1.player.FRS3T1,survey.1.player.FRS3T2,survey.1.player.FRS4T1,survey.1.player.FRS4T2,survey.1.player.ARS1T1,survey.1.player.ARS1T2,survey.1.player.ARS2T1,survey.1.player.ARS2T2,survey.1.player.ARS3T1,survey.1.player.ARS3T2,survey.1.player.ARS4T1,survey.1.player.ARS4T2,survey.1.player.ETHS1T1,survey.1.player.ETHS1T2,survey.1.player.ETHS2T1,survey.1.player.ETHS2T2,survey.1.player.ETHS3T1,survey.1.player.ETHS3T2,survey.1.player.ETHS4T1,survey.1.player.ETHS4T2,survey.1.player.PROS1T1,survey.1.player.PROS1T2,survey.1.player.PROS2T1,survey.1.player.PROS2T2,survey.1.player.PROS3T1,survey.1.player.PROS3T2,survey.1.player.PROS4T1,survey.1.player.PROS4T2,survey.1.group.id_in_subsession,survey.1.subsession.round_number
11,4pl2pnq2,62c84ca82b03c9aedbca4a2a,0,13,13,survey,End,2023-11-14 17:11:38.183432,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,11,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,0,4,5,1,0,0,0,0,6,1,5,1,7,1,7,4,4,1,7,7,7,4,3,7,6,7,1,7,6,7,1,7,7,7,1,7,7,7,1,7,7,7,1,7,7,7,1,7,7,7,1,1,1
12,05wd4boi,5ff591cba89e1b000bfb9852,0,13,13,survey,End,2023-11-14 17:13:10.422787,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,12,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,1,5,4,1,0,1,1,0,6,5,4,4,4,4,3,4,3,4,5,4,5,4,4,4,4,4,4,4,4,5,4,3,4,3,5,4,4,4,4,4,4,4,5,1,4,4,5,4,4,4,4,1,1
13,dm4a2l76,60cbabd69ddfb4d7243a1e38,0,13,13,survey,End,2023-11-14 17:13:18.448655,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,13,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,1,6,4,1,0,0,0,0,6,6,6,1,4,1,5,4,4,7,2,6,6,3,6,6,6,6,7,6,6,6,5,5,5,3,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,4,6,1,1
14,x03jdsh4,6162d7f2f4d650e7eec2e5b7,0,2,13,survey,SzenarioOne,2023-11-14 17:15:25.766749,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,14,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
15,6dh7v3q2,6543b16f3b54508e4cf5c9c9,0,13,13,survey,End,2023-11-14 17:16:33.219664,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,15,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,3,1,5,3,1,0,0,0,0,6,5,4,2,5,1,7,2,6,2,6,3,6,1,7,6,6,7,1,5,3,7,1,4,4,6,1,5,4,6,1,4,4,6,1,5,5,6,1,4,4,6,1,1,1
16,oj1c34rw,654261c3d94cab4a2b4cab84,0,10,13,survey,QualityFail,2023-11-14 17:17:46.199249,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,16,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,1,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,,,,,,,,,,7,,,1,7,1,7,1,7,1,7,7,1,7,7,7,7,1,1,7,1,7,7,7,7,1,1,7,1,7,7,7,7,1,1,7,1,7,7,7,7,1,1,1,1
17,cnbrsopd,6533d8e82d29dfe51b1bea6a,0,13,13,survey,End,2023-11-14 17:18:11.071525,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,17,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,0,5,7,1,0,1,0,0,6,6,4,1,7,1,7,1,6,1,7,2,7,1,7,6,6,7,7,6,1,7,1,5,4,5,6,6,5,5,5,5,4,5,5,7,2,7,2,5,3,5,6,1,1
18,k4hqyptj,5e0565b6deea2bf9ae411b13,0,10,13,survey,QualityFail,2023-11-14 17:18:28.312592,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,18,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,1,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,,,,,,,,,,7,,,1,6,1,6,1,1,1,7,6,6,6,6,7,7,7,7,6,6,6,5,7,7,7,1,6,6,6,6,6,7,7,1,6,6,6,6,7,7,7,1,1,1
19,vq068tas,6413577c3565b8c76d846034,0,13,13,survey,End,2023-11-14 17:18:43.995540,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,19,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,1,3,7,1,0,0,0,0,6,7,4,2,5,1,6,2,5,1,6,6,4,2,5,5,6,4,5,6,3,6,3,6,4,3,6,6,5,6,3,6,4,3,6,6,5,6,3,6,4,3,6,1,1
20,epsqtcg1,5d2f054b1dde3600015e43d9,0,13,13,survey,End,2023-11-14 17:18:47.301954,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,20,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,Thank You.,0,1,6,5,1,0,0,0,0,6,6,4,2,6,3,5,3,5,5,6,4,5,3,7,6,6,5,6,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,5,5,6,5,6,5,1,1
21,gjpmg6y0,5a54f0daac562400015388da,0,13,13,survey,End,2023-11-14 17:18:52.533167,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,21,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,1,3,5,1,0,0,0,0,6,6,4,1,6,1,7,2,6,2,5,4,7,4,7,7,7,7,7,6,5,7,1,7,7,7,7,6,5,7,1,7,7,7,7,6,5,7,1,7,7,7,7,1,1
22,s4xyndva,6402682f1a17d6c87f4f3a89,0,13,13,survey,End,2023-11-14 17:18:59.699299,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,22,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,3,7,5,1,1,1,0,0,6,6,6,2,6,1,6,2,6,6,4,3,6,5,7,5,7,5,7,6,5,7,2,6,4,6,2,4,5,7,2,6,4,6,2,5,4,7,1,7,4,7,1,1,1
23,5xwkuqzk,5a94c0b7b5e2110001c6891e,0,13,13,survey,End,2023-11-14 17:19:12.233275,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,23,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,1,4,4,1,0,0,0,0,6,7,5,2,5,2,5,3,5,3,6,5,6,4,5,5,6,5,5,6,5,5,3,5,3,5,3,6,5,5,3,5,4,5,4,6,5,5,4,5,4,5,3,1,1
24,2t9ebfxv,627c31addc6adc20c3c7ee88,0,13,13,survey,End,2023-11-14 17:19:28.676847,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,24,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,3,1,5,5,1,0,0,1,1,6,6,2,3,6,5,5,5,5,6,6,5,5,5,5,6,6,3,3,5,5,5,5,6,6,3,3,5,5,5,5,6,6,3,3,5,5,5,5,6,6,3,3,1,1
25,6oac9wdj,6148ea50509c9ce6c1f023c0,0,13,13,survey,End,2023-11-14 17:19:44.414013,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,25,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,3,3,6,6,1,1,1,1,0,6,7,4,2,5,1,7,2,2,7,2,6,5,2,7,6,5,6,7,6,5,5,4,6,6,4,7,6,5,5,4,6,6,4,7,6,6,5,5,6,6,4,7,1,1
26,zi0l793u,6042794fe3c49714bee3e9cf,0,13,13,survey,End,2023-11-14 17:19:45.861625,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,26,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,Thanks,2,1,6,5,1,0,0,0,0,6,7,7,2,5,2,5,5,5,5,6,6,6,6,6,6,7,6,7,5,5,6,6,6,6,6,3,5,5,6,6,6,6,6,4,5,5,6,6,6,6,6,3,1,1
27,85sdkyrh,5b50881a59119400018abaf3,0,13,13,survey,End,2023-11-14 17:19:49.564482,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,27,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,no comments,1,1,2,5,1,0,1,1,1,6,7,7,2,5,1,7,2,5,7,5,7,7,5,7,7,7,3,7,7,6,7,3,7,6,2,7,7,7,7,5,7,7,4,7,7,7,7,4,7,7,3,7,1,1
28,nmdvzn2d,5ba4057af0741400010637b9,0,13,13,survey,End,2023-11-14 17:19:57.135073,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,28,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,0,4,4,1,0,0,0,1,6,6,6,1,5,1,6,1,7,1,7,7,7,7,5,7,5,7,4,7,5,7,2,7,1,6,1,7,7,7,2,7,1,6,3,7,5,7,2,7,1,6,2,1,1
29,9fsmph5o,5f8bad1242efeb2f49156f51,0,13,13,survey,End,2023-11-14 17:20:39.549622,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,29,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,That was a fascinating and thought-provoking study.,1,0,6,6,1,0,1,1,1,6,6,7,2,5,2,6,2,2,2,7,5,7,3,6,5,5,6,2,7,6,7,3,7,7,7,3,7,7,7,6,7,7,7,4,7,7,7,5,7,7,7,4,1,1
30,566m1lbd,63d7edbef6596097994e730e,0,3,13,survey,SzenarioOneOutcome,2023-11-14 17:20:47.850775,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,30,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
31,mrruhl0n,6307f3c967020d1202332b77,0,13,13,survey,End,2023-11-14 17:21:10.738308,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,31,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,3,1,2,4,1,0,0,0,0,6,2,4,2,6,5,6,5,6,7,7,7,7,2,7,5,7,7,7,7,7,6,4,4,5,7,7,5,6,6,3,4,4,7,7,7,7,6,5,5,5,7,7,1,1
32,7rg28csa,65218b754dddc1ca107dd9c2,0,13,13,survey,End,2023-11-14 17:21:21.339657,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,32,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,0,7,4,1,1,1,1,0,6,3,3,2,6,2,2,5,3,5,5,3,6,3,6,5,3,5,5,5,5,6,3,4,5,3,5,6,5,6,4,4,5,4,4,6,5,6,4,4,5,4,4,1,1
33,mtlriakc,652d461fa15fc7cb72f28e82,0,13,13,survey,End,2023-11-14 17:21:25.399954,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,33,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,3,1,10,5,0,0,1,1,0,6,6,5,1,7,1,7,4,4,6,7,7,7,3,7,4,6,7,6,7,7,7,5,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,6,1,1
34,z3sz0218,59949236c825cf0001d7dcdc,0,13,13,survey,End,2023-11-14 17:21:37.178512,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,34,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,Fun and interesting ,1,1,5,6,1,0,1,1,1,6,6,5,3,5,4,5,5,5,5,7,6,6,4,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,2,6,1,1
35,qw38i8xo,5c8fa199208071000183d490,0,13,13,survey,End,2023-11-14 17:21:49.607084,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,35,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,1,1,5,1,0,1,1,0,6,6,4,1,4,1,5,4,4,3,5,6,6,5,7,5,5,6,6,6,6,5,3,5,5,5,5,6,6,5,3,5,5,5,5,6,6,5,3,5,5,5,5,1,1
36,6a57rfd7,5e0b388b15ef4037cebdecc9,0,13,13,survey,End,2023-11-14 17:22:26.405603,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,36,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,1,3,6,1,0,1,1,0,6,5,5,2,6,1,7,5,3,2,6,7,7,7,7,7,7,7,7,7,7,7,1,6,5,7,1,7,7,7,1,7,5,7,1,7,7,7,1,7,5,7,1,1,1
37,lv5bners,63ed04d2ce3b27bda2fbbb9c,0,9,13,survey,SzenarioFourOutcome,2023-11-14 17:22:57.873218,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,37,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,,,,,,,,,,,,6,,,2,6,3,6,3,5,2,7,4,6,4,6,4,6,,,6,4,6,4,6,4,,,6,4,6,4,6,4,,,6,4,6,4,6,4,,,1,1
38,6xj9qnw9,5f988a053b4bf5186a5d6693,0,13,13,survey,End,2023-11-14 17:23:03.871951,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,38,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,1,4,6,1,0,0,0,0,6,7,7,3,5,3,6,4,4,3,7,6,6,3,6,6,6,3,6,5,5,6,6,6,6,7,4,5,5,6,6,6,6,7,4,5,5,6,6,6,6,7,4,1,1
39,22f6qdfs,60fe5defab667c1156a91e48,0,13,13,survey,End,2023-11-14 17:23:37.281791,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,39,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,none,1,3,7,4,1,1,1,0,0,6,6,5,6,7,6,7,5,3,5,3,5,5,3,3,5,5,6,5,6,6,2,2,7,7,5,3,7,7,4,3,5,6,3,7,6,6,2,5,6,5,6,6,1,1
40,b3qdl2o3,5c110067753adc00015913e3,0,13,13,survey,End,2023-11-14 17:23:36.711261,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,40,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,0,0,7,1,1,0,0,0,6,4,4,1,7,1,7,1,7,4,4,7,5,7,7,7,7,7,6,7,2,7,4,7,5,4,4,7,4,7,4,7,5,4,4,7,4,7,4,7,6,4,4,1,1
41,u2kujn0g,651ad403421d2fff5bb7df09,0,13,13,survey,End,2023-11-14 17:23:50.117425,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,41,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,0,5,6,1,0,1,1,0,6,5,4,5,5,3,5,5,5,6,4,6,6,3,7,6,6,6,6,7,7,6,5,6,6,3,6,7,7,6,4,4,4,4,6,6,6,6,5,4,4,4,6,1,1
42,n2tz3s0p,6485009845ccd180b889dcb9,0,10,13,survey,QualityFail,2023-11-14 17:24:27.068444,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,42,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,1,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,,,,,,,,,,7,,,1,6,2,5,4,4,5,5,6,6,7,7,7,7,7,7,6,6,7,6,7,7,7,7,6,6,7,6,7,7,7,7,6,6,7,6,7,7,7,7,1,1
43,knbr6m82,65464b7e526b25cfc1dfeeb2,0,13,13,survey,End,2023-11-14 17:24:43.874888,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,43,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,3,0,6,4,1,0,1,1,1,6,5,3,2,6,2,5,2,6,2,5,5,5,6,6,6,5,6,5,5,4,5,2,4,5,4,6,5,4,4,4,5,6,5,5,5,6,5,6,6,6,4,6,1,1
44,jd69gkm3,634027f949aab36bf66b50a3,0,13,13,survey,End,2023-11-14 17:25:02.403006,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,44,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,0,5,6,1,0,0,0,0,6,5,7,2,5,1,7,6,6,1,7,4,7,1,7,7,7,5,7,6,4,6,2,4,4,1,7,7,7,7,7,4,4,4,7,7,5,7,2,4,4,1,7,1,1
